name,code,series_code,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
IBRD only,IBD,gdp_pc,GDP per capita (constant 2010 US$),"1083,5721060077","1097,7841371582","1118,8687095788","1144,3792608638","1205,6365178819","1244,1659960711","1275,2435985822","1302,2291049639","1359,2390502199","1425,259322614","1496,0213273717","1552,3522357315","1620,210260792","1702,7018728151","1763,8664219606","1807,3228710533","1893,1172023256","1941,1109754357","1970,4310061162","2016,2479006778","2072,4549761457","2072,5386809951","2079,5949841894","2064,8962741411","2121,4238558622","2172,4085540479","2224,4300282941","2288,5719354305","2328,6846922594","2352,6221876297","2360,3325597274","2347,4111071314","2334,6050888894","2368,4712235396","2395,6734056448","2452,1383549818","2536,218441924","2629,5222835034","2645,9449032709","2696,1727140853","2815,0496055077","2875,0711291617","2960,0909820448","3085,1805508633","3287,6170794039","3482,1542357596","3724,3208065525","4011,1100105156","4193,8297481404","4237,6346611132","4508,768274814","4740,5352814913","4921,5513170676","5117,4225350379","5285,8167016183","5433,5532918135","5599,5886273336",..
Iceland,ISL,gdp_pc,GDP per capita (constant 2010 US$),"11700,5524141469","11465,0339798069","12190,1689826038","13206,5774504618","14260,4286518433","15048,65208112","16088,520868584","15630,4043409245","14573,9563898457","14782,0295328181","16082,5278150759","18036,5868014947","18872,4845256042","19855,0448727634","20705,9924719641","20574,9606750469","21585,715384619","23315,8500227774","24526,5103143712","25468,2170572054","26648,4314167296","27469,8784417711","27689,1546182252","26737,1503618333","27546,602515813","28230,428462251","29781,6511328704","31974,5247521189","31449,3918336296","31142,6028833068","31262,7091951215","30833,3450721765","29421,0140160215","29505,8942155551","30306,867266748","30178,0490481183","31451,8158407223","32727,8960552338","34505,6941275043","35455,8922143852","36610,691900474","37512,2740509131","37295,9335758381","37942,3449326667","40657,0748601593","42701,5866826206","43796,6931060829","46695,2130303686","46531,3054022458","43152,6922850769","41851,7354772988","42543,1405342882","42875,6454912729","44301,7552498703","44775,6351637298","46221,9323606532","48995,1683252365",..
IDA & IBRD total,IBT,gdp_pc,GDP per capita (constant 2010 US$),"1009,7069949379","1019,3824058757","1039,73852737","1063,8189964442","1116,9151006047","1151,0227273682","1174,1520906369","1188,4945561805","1236,2123684294","1298,3550402689","1367,327209125","1418,9517722417","1472,9106004414","1542,6370338861","1599,6695065681","1628,9271359027","1702,698821655","1743,3626990755","1762,5255250736","1799,6618920516","1844,3041337706","1836,5415400408","1838,8248730575","1821,3867972672","1862,8973337461","1905,1754332595","1941,4413271389","1986,6801356546","2019,0544234214","2037,2501731679","2042,2773012597","2027,1289976878","2011,3056585062","2033,8893099181","2051,1321527735","2093,685434787","2160,4466252301","2232,1061350568","2242,56229745","2279,2194494988","2371,0996329564","2416,4752225656","2479,9520528999","2578,0051511435","2746,3129813865","2898,1052203181","3088,1579405803","3311,8105847384","3451,4826941457","3483,498334643","3691,7850597652","3865,3973706633","4000,2554857647","4148,3124103822","4275,2437591858","4381,3529119592","4498,1552575309",..
IDA blend,IDB,gdp_pc,GDP per capita (constant 2010 US$),"800,1488179923","791,4026595061","805,8405693746","848,1416193411","869,8090755614","895,9867336483","868,0678967638","771,4617443215","766,7452091191","870,3477815253","1004,8051231466","1085,7035447772","1099,4600912726","1130,6357386","1197,9008414399","1138,2896026975","1177,0292209217","1202,767860057","1157,3324523538","1189,8583395631","1216,7176247541","1124,2560152417","1113,565730092","1077,1298863431","1055,7485653604","1100,2473468871","1047,9398767248","988,5682204236","1019,7360771008","1038,6485333956","1078,8319506214","1064,6798506906","1050,4606601001","1038,4073762116","1032,8468947211","1026,7725856785","1050,5669650202","1046,6831767293","1049,5660991581","1045,1368638493","1061,3369510197","1072,3790627507","1078,8868116615","1119,7843162878","1294,2552882933","1327,2640699041","1386,6128310985","1438,1078262706","1464,4484752563","1506,7232715511","1561,4038905408","1596,7647604595","1630,4250786933","1677,8274515342","1736,8657215098","1762,5217759264","1750,1848256731",..
IDA only,IDX,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,"581,3573183116","595,2261128393","602,3364811157","615,7899658509","613,1105351153","589,2809127596","589,5030569961","611,5668871708","598,46575673","612,5040194327","617,7569941095","615,9778211189","603,3308956071","587,3902145622","593,5846666458","583,3929970493","573,1475745042","567,2005014539","562,5968202541","566,3828092356","570,668142785","568,4748875315","566,3389401463","554,6771999287","547,4508728512","535,1286223533","530,115593826","522,9749211584","533,5197052825","546,8023460651","557,6488584337","565,4986294204","573,9466064594","582,4295178124","597,2798137066","605,5400701992","622,2478597762","643,1601026393","669,9825558641","697,9224451041","731,0902668752","759,5625652315","777,5357037379","806,0796838579","821,1985703232","841,8751372605","873,2765204912","901,8118195337","918,9918822425","942,0970375212",..
IDA total,IDA,gdp_pc,GDP per capita (constant 2010 US$),"618,4510507885","611,3744573417","629,4843899802","646,4191170117","661,5111927111","675,3435755871","663,1947432408","622,4286191906","628,4956203395","671,6844762579","730,2564700563","759,5194807746","751,52309522","763,9635116235","802,6767865972","773,2894366787","796,831804603","810,55037418","792,9974326469","799,3323313585","801,6732832407","770,3900675299","761,1267432424","742,0011255337","730,9906758829","745,6035877832","728,802664246","709,8951713303","720,8170899754","726,7902343558","734,933672398","725,200822058","712,2288613294","704,4850041615","697,7469811945","701,8137376714","718,4128042781","723,5956849218","729,3636629252","732,8372198626","743,6911257137","756,646322785","763,8377931003","788,4976777923","862,591053997","890,9394656574","929,2768510907","968,2869025129","995,6090171861","1021,8399852173","1059,3722053118","1081,6257040696","1106,7742621524","1143,6163003539","1182,6592143427","1202,7843631019","1213,3470154371",..
India,IND,gdp_pc,GDP per capita (constant 2010 US$),"304,2318925151","309,353562157","312,0523318855","324,0562007933","341,0960194941","325,2873860963","318,4156761628","336,2364566835","340,3616854328","354,8940284723","365,0573825896","362,767725026","352,5500558411","355,788210052","351,7080694346","375,0833728353","372,6426133933","390,6366799318","403,6335444447","373,8322533324","389,9262843921","403,8780429641","408,3248800263","428,069168107","434,3665046185","446,9997685496","458,0866747152","465,982728535","500,0132773472","518,6987159358","536,1627859522","530,8947380006","548,8957838278","563,7496876607","589,7087875903","622,3036830838","656,6971439614","670,6101215947","699,0688547177","747,2520356506","762,3133408051","785,3446280612","801,5079326855","850,2932649017","902,9057943508","971,2297607391","1044,8939404376","1130,0900706635","1156,9325271363","1237,3397859447","1345,7701532089","1416,4033912864","1474,9676742215","1550,1422296426","1646,781252042","1758,0433761269","1861,4910293515",..
Indonesia,IDN,gdp_pc,GDP per capita (constant 2010 US$),"690,0428500908","710,6675074524","704,8364392536","670,9632229655","676,2739590621","665,386965205","665,6549417411","656,7468237063","708,9250444101","737,1146500679","771,8499599877","804,4381654844","838,7356667296","883,478985762","926,8856478687","948,7626657757","989,2293063288","1049,9543479963","1094,3583102237","1146,8918527865","1230,8401181629","1297,7168561409","1296,5765252201","1320,698546129","1382,1179975065","1386,4828004743","1438,3905769321","1480,0061635119","1536,286599919","1620,9027015198","1707,5979177035","1794,1887987744","1878,709860248","1968,1241364128","2083,0636817084","2219,8110581361","2357,9593514244","2433,3405076085","2084,2345484495","2071,5506297141","2143,3898903921","2190,7661797947","2257,746855071","2333,0974833311","2416,8363893324","2519,5098415279","2621,9603979186","2750,6151427047","2876,885040269","2970,0441310658","3113,4806345143","3262,7486126075","3415,3512667675","3560,1065804283","3692,9428753698","3827,5483074194","3974,0584850012",..
"Iran, Islamic Rep.",IRN,gdp_pc,GDP per capita (constant 2010 US$),"2754,7023435026","2963,3614563734","3115,8264635793","3249,4709261036","3433,8561889292","3914,6385929912","4250,866330673","4604,5968117646","5128,5551355242","5768,0829604783","6230,3766532814","6898,4136367578","7690,3369056754","8040,7240628791","8271,3156707714","8006,2884353058","9185,603928405","8655,563051624","7300,437116045","6202,1783195777","4684,5227222205","4247,4625255797","5023,5893160957","5355,2786176079","4772,8407436233","4670,142246194","4049,4476896386","3889,2481835375","3523,4494980937","3623,3541571581","4009,8696022055","4429,2264877786","4505,7891290206","4384,534641448","4257,1101883511","4298,11771369","4496,2921123192","4475,07989635","4483,085516369","4491,1959112589","4676,8735512499","4719,9106270684","5034,6731675802","5403,7094338319","5572,9057169562","5684,9575007327","5901,6417887702","6311,7895001605","6256,8779676095","6247,6916601155","6531,9274296787","6622,6729407122","6052,5168326184","5964,1790460691","6161,1035226453","6007,0048925209","6733,9134736377",..
Iraq,IRQ,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,"1454,5860297863","1450,8742572769","1465,9704849939","1493,8618101727","1499,3789103953","1515,4062134535","1703,4152844437","1855,1314486767","2104,6608762634","2077,0530431315","2356,0492998331","2762,0984943345","3345,9905169368","3228,6305258853","3248,8869866735","2750,3391604017","2641,828551876","2616,4180842784","2676,1705489813","2861,6691231981","2798,9840354043","2649,8912649362","4079,3444748241","1427,9211722704","1840,4387290883","2328,0645153896","2345,586679971","2322,8738407948","2500,0060834566","2937,4738502571","3839,8274577896","4379,1993284334","4311,2813024352","4285,8636217382","3880,1116237651","2526,0431318065","3792,1424547858","3857,6103887354","4143,6917031657","4098,3066266445","4325,6679826507","4354,6836266286","4502,7490482573","4695,3572155629","5178,4222935201","5338,521984951","5203,4422564108","5285,6704157986","5695,6791425061",..
Ireland,IRL,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,"12430,7223546908","12712,4582094662","13337,765846343","13745,264555687","14095,3845570755","14649,677637786","14631,5268364385","15619,9907929473","16506,6898455034","16788,7747950981","17107,7401883911","17470,817503282","17701,6107621752","17533,6211829685","18184,0624638105","18715,1706211258","18626,542357652","19493,0939229478","20598,036201978","21882,1259670707","23714,7554851339","24033,7898766211","24668,4279321725","25206,3453525063","26552,3065365257","28961,6018862637","30977,208033019","33823,8509665596","36318,1358474691","39724,0306124507","42945,2565861801","44719,9233412203","46746,9909670838","47426,3910818944","49678,4203040008","51527,3350875873","52926,1939224253","54096,2717036137","50918,3486000376","48071,7297281341","48671,8882936068","49942,4701938929","49850,9831210717","50542,3815055569","54527,2561272029","68030,7962530483","69974,100853077",..
Isle of Man,IMN,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"17028,5429827079","17042,8762414252","20060,6342794068","21640,3250587896","23681,034259624","24798,548668346","25443,8059466879","25602,6187926494","25663,4202183553","26254,129019697","27241,8994072286","28305,931022199","30333,7365237759","32733,2712831961","36884,1364573668","41607,2185471688","43464,7077513431","45402,2007367998","47625,6732403776","50152,5280260533","52232,4400900995","54749,5178612427","58354,987331966","62050,6658118088","67461,4094550447","68209,405647861","73935,6789952084","76836,267943502","80989,336436735","84002,241861627","87612,1211649662","84046,136016161",..,..
Israel,ISR,gdp_pc,GDP per capita (constant 2010 US$),"8749,0578440514","9413,2349933598","9880,8636529568","10542,298793958","10937,6916378641","11522,6667354922","11224,4479555394","11072,0861138125","12604,0935564593","13945,7555901816","14476,7253437699","14750,5637765668","16127,116380097","16352,902703206","16901,4952242315","17055,6388921742","16732,8827020061","16531,7783661091","17085,9975055385","17686,5274486201","17555,3740500519","18128,1974152375","18161,4033592956","18433,073989409","18363,5274608334","18770,8669750619","19257,1403688908","20301,478541369","20548,9107363374","20319,362637509","21141,296986775","21444,7549767518","22323,8353834212","22633,1757221552","23692,8516158828","24592,2481213905","25230,3103063434","25508,7537562777","25970,8337825567","26233,3055853633","27636,340773557","26999,3650619858","26503,8433509477","26229,3997666786","26947,4445017177","27570,9455662904","28499,3259272239","29614,0751514489","29962,0056141623","29658,522632153","30642,9406174863","31482,9971568511","31507,4785631219","32196,3581706206","32661,294134773","32993,3142755677","33677,4619451632",..
Italy,ITA,gdp_pc,GDP per capita (constant 2010 US$),"10867,7036593658","11681,3054735024","12322,3145145879","12918,9674512779","13171,6020855406","13487,9900459147","14184,5318751764","15093,1472567058","15979,6575383342","16858,4075907419","17653,0152595722","17890,3212930414","18445,545571081","19626,3936040595","20570,8183835409","20020,9225719472","21340,7658036232","21794,4336629366","22420,5738807156","23688,0591465442","24450,1443050625","24626,9756754019","24710,5165239465","24990,3609392227","25790,7479813438","26504,734260523","27261,2766251823","28128,5751368512","29294,2351298168","30264,1268256979","30839,278333373","31292,0530946068","31531,6900203869","31243,6790226551","31909,2367105491","32829,8827518868","33242,8522991256","33835,0731328908","34371,9820181408","34902,2621269685","36180,7783332899","36801,2938105496","36837,8639859992","36729,9755411316","37070,3305155452","37238,9365291342","37872,1683558927","38236,7956108395","37585,3373525671","35363,4004619474","35849,3731979401","35994,1335816765","34885,2968955209","33887,2981674565","33615,9717818679","33968,7039603496","34318,4968180439",..
Jamaica,JAM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,"3788,4627079265","3808,2102154887","3977,1764223529","4144,8988927554","4580,6412067566","4622,6539041852","5368,2545727529","4991,5537037417","4705,4788831581","4624,6775354558","4257,6673140134","4096,337650989","4045,2842847316","3951,6831176303","3673,590705858","3711,2938597538","3724,1263876361","3731,2270909992","3617,5443955036","3466,4812136879","3497,2237153484","3743,9326621476","3869,5442113197","4122,6840658348","4266,5811782956","4437,412135134","4484,4154772403","4860,5441639787","4880,1997911483","4946,86936233","4893,8885534854","4791,6293296168","4635,7886506069","4642,5510643905","4644,596899744","4671,638421916","4732,3556832834","4874,9950410446","4910,0824899984","4925,2773876919","5039,4136338736","5083,6039913678","5015,8538381706","4774,4511891719","4682,5212481539","4742,9184133671","4694,2472587349","4699,7684574953","4714,8610997494","4740,6382336724","4790,0391065263",..
